This file contains the VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson
The dates are in YYYYMMDD format
r_K^{VIX fut.} gives the daily return of a constant-maturity VIX futures strategy with target maturity K months
Returns are in percent

Date,r_1^{VIX fut.},r_2^{VIX fut.},r_3^{VIX fut.},r_4^{VIX fut.},r_5^{VIX fut.},r_6^{VIX fut.}
20051005, 3.290, 3.290, 2.322, 2.322, 0.970, 0.970
20051006, 2.978, 2.978, 3.728, 3.728, 4.131, 4.131
20051007, -0.177, -0.177, 0.146, 0.146, -2.391, -2.391
20051010, 2.798, 2.798, 2.433, 2.433, 2.367, 2.367
20051011, -0.333, -0.333, -0.692, -0.692, 0.592, 0.592
20051012, 1.196, 1.196, 1.282, 1.282, 2.114, 2.114
20051013, 0.694, 0.694, -0.032, -0.032, 0.036, 0.036
20051014, -3.476, -3.476, -3.476, -3.476, -3.215, -3.215
20051017, 0.138, 0.138, 0.138, 0.138, 0.548, 0.548
20051018, 0.338, 0.338, 0.338, 0.338, 0.661, 0.661
20051019, -1.142, -1.142, -1.142, -1.142, -1.048, -1.048
20051020, 3.450, 3.450, 3.450, 2.193, 2.193, 2.193
20051021, -0.399, -0.399, -0.399, -0.582, -0.582, -0.582
20051024, -2.908, -2.908, -2.908, -1.128, -1.128, -1.128
20051025, -0.949, -0.949, -2.204, -2.204, -0.066, -0.066
20051026, -1.240, -1.240, -1.858, -1.858, -0.730, -0.730
20051027, 3.408, 3.408, 1.757, 1.757, 1.757, 1.757
20051028, -2.275, -2.275, -0.221, -0.221, -1.664, -1.664
20051031, -0.876, -0.876, -2.868, -2.868, -0.894, -0.894
20051101, -0.483, -0.483, 0.674, 0.674, -0.748, -0.748
20051102, -2.891, -2.891, -3.067, -3.067, -1.957, -1.957
20051103, -4.051, -4.262, -4.262, -4.262, -3.195, -3.195
20051104, -0.630, -0.778, -0.778, -0.778, 0.106, 0.106
20051107, -0.557, -0.272, -0.272, -0.272, -1.608, -1.608
20051108, 0.450, 0.550, 0.550, -0.093, -0.093, -0.093
20051109, -1.759, -1.792, -1.792, 0.061, 0.061, 0.061
20051110, -2.570, -2.144, -2.144, -0.305, -0.305, -0.305
20051111, -3.553, -3.553, -3.553, -0.806, -0.806, -0.806
20051114, 1.503, 1.503, 1.503, 0.681, 0.681, 0.681
20051115, -0.602, -0.602, -0.602, -0.539, -0.539, -0.539
20051116, -0.377, -0.377, -0.377, 0.558, 0.558, 0.558
20051117, -2.805, -2.805, -2.805, -1.451, -1.451, -1.451
20051118, -3.187, -3.187, -3.187, -0.697, -0.697, -0.697
20051121, 0.251, 0.251, 0.251, -0.018, -0.018, -0.018
20051122, -0.579, -3.103, -3.103, -1.347, -1.347, -1.347
20051123, -0.578, -1.281, -1.281, 0.606, 0.606, 0.606
20051125, 0.143, -1.854, -1.854, 1.765, 1.765, 1.765
20051128, 0.943, 3.461, 3.461, -1.137, -1.137, -1.137
20051129, 0.101, -1.520, -1.520, 0.262, 0.262, 0.262
20051130, 0.483, -0.266, -0.266, 0.277, 0.277, 0.277
20051201, -1.149, -1.274, -1.274, -0.287, -0.287, -0.287
20051202, -1.548, -0.047, -0.047, -1.515, -1.515, -1.515
20051205, 0.233, -0.508, -0.508, 0.474, 0.474, 0.474
20051206, -0.080, 0.364, 0.364, -0.987, -0.987, -0.987
20051207, 0.923, -0.978, -0.978, 0.073, 0.073, 0.073
20051208, -0.091, -0.335, -0.335, 0.059, 0.059, 0.059
20051209, -0.725, -0.389, -0.389, -0.594, -0.594, -0.594
20051212, 0.063, 0.381, 0.381, 0.208, 0.208, 0.208
20051213, -0.434, 0.398, 0.398, -0.505, -0.505, -0.505
20051214, -1.276, -1.071, -1.071, -0.173, -0.173, -0.173
20051215, -0.438, -0.366, -0.366, 0.493, 0.493, 0.493
20051216, 1.294, 1.294, 1.294, 0.334, 0.334, 0.334
20051219, -0.634, -0.634, -0.634, 2.110, 2.110, 2.110
20051220, -0.932, -0.932, 0.468, 0.468, 0.468, 0.468
20051221, -1.334, -1.334, -1.617, -1.617, -1.617, -1.617
20051222, -0.888, -0.888, -1.257, -1.257, -1.257, -1.257
20051223, -1.963, -1.963, -0.506, -0.506, -1.617, -1.617
20051227, 1.751, 1.751, 0.577, 0.577, 0.818, 0.818
20051228, -0.916, -0.916, -0.663, -0.663, -1.309, -1.309
20051229, -0.025, -0.025, -0.027, -0.027, -0.448, -0.448
20051230, 0.617, 0.617, -0.144, -0.144, -0.139, -0.139
20060103, -2.624, -2.624, -1.694, -1.694, 0.188, 0.188
20060104, -0.807, -0.807, -0.199, -0.199, -1.306, -1.306
20060105, -0.517, -0.517, -0.941, -0.941, 0.532, 0.532
20060106, -1.752, -1.752, -1.548, -1.548, -1.551, -1.551
20060109, -1.843, -1.843, -1.938, -1.938, 0.292, 0.292
20060110, -1.680, -1.680, -2.006, -2.006, -1.184, -1.184
20060111, -1.293, -1.293, -1.611, -1.611, -0.956, -0.956
20060112, 1.139, 1.139, 1.226, 1.226, 0.060, 0.060
20060113, -0.347, -0.347, -0.347, -0.347, 0.129, 0.129
20060117, 1.107, 1.107, 1.107, 1.107, 1.177, 1.177
20060118, 1.364, 1.364, 1.364, 1.364, 0.005, 0.005
20060119, -1.190, -1.190, -1.190, -0.639, -0.639, -0.639
20060120, 3.135, 3.135, 3.135, 2.119, 2.119, 2.119
20060123, 1.424, 1.424, 1.424, -1.918, -1.918, -1.918
20060124, -1.415, -1.415, -2.491, -2.491, -0.115, -0.115
20060125, -1.689, -1.689, -2.049, -2.049, 0.493, 0.493
20060126, -2.477, -2.477, -0.740, -0.740, -2.896, -2.896
20060127, -1.805, -1.805, -3.078, -3.078, -0.192, -0.192
20060130, -1.349, -1.349, -1.328, -1.328, -1.212, -1.212
20060131, 0.734, 0.734, -0.187, -0.187, -0.446, -0.446
20060201, -0.343, -0.343, -0.337, -0.337, -0.700, -0.700
20060202, 1.162, 0.522, 0.522, 0.522, 1.369, 1.369
20060203, -0.184, -0.570, -0.570, -0.570, 0.151, 0.151
20060206, -0.024, 0.543, 0.543, 0.543, 0.102, 0.102
20060207, 0.950, 0.466, 0.466, 0.324, 0.324, 0.324
20060208, -2.693, -1.995, -1.995, -1.541, -1.541, -1.541
20060209, -0.978, -1.375, -1.375, -0.880, -0.880, -0.880
20060210, -0.521, -0.521, -0.521, 1.156, 1.156, 1.156
20060213, 1.654, 1.654, 1.654, 2.966, 2.966, 2.966
20060214, -1.041, -1.041, -1.041, -1.492, -1.492, -1.492
20060215, 0.555, 0.555, 0.555, -0.581, -0.581, -0.581
20060216, -1.953, -1.953, -1.953, -2.263, -2.263, -2.263
20060217, -1.166, -1.166, -1.166, 0.240, 0.240, 0.240
20060221, -1.296, -1.296, -1.296, -0.453, -0.453, -0.453
20060222, -2.126, -8.978, -8.978, -1.844, -1.844, -1.844
20060223, 0.047, 0.434, 0.434, -1.243, -1.243, -1.243
20060224, -0.884, -2.668, -2.668, 0.157, 0.157, 0.157
20060227, -1.043, -0.423, -0.423, -0.680, -0.680, -0.680
20060228, 1.605, 1.199, 1.199, 0.111, 0.111, 0.111
20060301, -0.924, -0.118, -0.118, -0.518, -0.518, -0.518
20060302, 0.189, 0.866, 0.866, -0.883, -0.883, -0.883
20060303, 0.151, 0.625, 0.625, -1.806, -1.806, -1.806
20060306, 1.415, 0.927, 0.927, 0.737, 0.737, 0.737
20060307, 0.754, 0.839, 0.839, 0.570, 0.570, 0.570
20060308, -1.074, -0.786, -0.786, -0.329, -0.329, -0.329
20060309, 0.669, 0.432, 0.432, 0.611, 0.611, 0.611
20060310, -0.956, -0.774, -0.774, -0.567, -0.567, -0.021
20060313, -1.140, -0.205, -0.205, -0.549, -0.549, -2.426
20060314, -1.395, -0.932, -0.932, -0.585, -0.585, -0.893
20060315, -0.052, 0.000, 0.000, 0.231, 0.231, -0.927
20060316, -1.429, -1.917, -1.917, -0.364, -0.364, -1.311
20060317, 0.162, 0.162, 0.162, 0.562, 0.562, -2.177
20060320, 0.822, 0.822, 0.822, -0.336, -0.336, 1.362
20060321, 0.478, 0.478, 0.378, 0.378, 0.592, 0.592
20060322, -1.528, -1.528, -2.573, -2.573, -1.207, -1.207
20060323, 0.137, 0.137, -0.157, -0.157, 0.349, 0.349
20060324, -0.651, -0.651, 0.094, 0.094, -0.906, -0.906
20060327, 0.092, 0.092, -0.396, -0.396, 0.300, 0.300
20060328, -0.140, -0.140, 0.302, 0.302, -0.375, -0.375
20060329, -2.040, -2.040, -1.380, -1.380, -1.971, -1.971
20060330, -0.540, -0.540, -0.749, -0.749, 0.308, 0.308
20060331, 0.803, 0.803, 0.652, 0.652, 0.271, 0.271
20060403, -0.306, -0.306, -0.484, -0.484, 0.364, 0.364
20060404, -0.523, -0.523, -0.317, -0.317, 0.049, 0.049
20060405, -1.067, -1.067, -1.397, -1.397, -0.668, -0.668
20060406, -0.768, -0.768, -1.577, -1.577, -0.839, -0.839
20060407, 1.777, 1.777, 2.303, 2.303, 1.362, 1.362
20060410, 1.074, 1.074, 0.718, 0.718, 0.184, 0.184
20060411, 1.506, 1.506, 1.204, 1.204, 1.709, 1.709
20060412, 0.708, 0.708, 0.890, 0.890, 0.057, 0.057
20060413, -0.274, -0.274, -0.236, -0.236, -0.399, -0.399
20060417, 0.279, 0.279, 0.279, 0.279, 1.089, 1.089
20060418, -2.848, -2.848, -2.848, -2.848, -2.678, -2.678
20060419, -0.081, -0.081, -0.081, -0.081, 0.075, 0.075
20060420, -1.328, -1.328, -1.328, -0.089, -0.089, -0.089
20060421, 1.552, 1.552, 1.552, -0.604, -0.604, -0.604
20060424, -0.332, -0.332, -0.332, 1.552, 1.552, 1.552
20060425, -0.190, -0.190, -1.163, -1.163, -0.757, -0.757
20060426, -1.273, -1.273, -1.288, -1.288, -0.617, -0.617
20060427, -0.623, -0.623, -1.162, -1.162, 0.134, 0.134
20060428, -0.714, -0.714, 0.139, 0.139, -1.174, -1.174
20060501, 1.923, 1.923, 0.613, 0.613, 2.655, 2.655
20060502, -1.463, -1.463, -1.307, -1.307, -0.579, -0.579
20060503, 0.979, 0.979, 1.475, 1.475, 0.412, 0.412
20060504, -0.540, 0.161, 0.161, 0.161, 1.285, 1.285
20060505, -1.244, -1.215, -1.215, -1.215, -2.125, -2.125
20060508, 0.130, 0.583, 0.583, 0.583, 0.280, 0.280
20060509, -0.726, -0.284, -0.284, -2.448, -2.448, -2.448
20060510, -0.297, -0.399, -0.399, -2.340, -2.340, -2.340
20060511, 2.770, 2.517, 2.517, 4.374, 4.374, 4.374
20060512, 4.878, 4.878, 4.878, 3.424, 3.424, 3.424
20060515, -0.510, -0.510, -0.510, -1.391, -1.391, -1.391
20060516, -1.288, -1.288, -1.288, -0.761, -0.761, -0.761
20060517, 10.636, 10.636, 10.636, 5.733, 5.733, 5.733
20060518, 1.511, 1.511, 1.511, 1.683, 1.683, 1.683
20060519, 1.581, 1.581, 1.581, 1.718, 1.718, 1.718
20060522, 6.742, 6.742, 6.742, 5.108, 5.108, 5.108
20060523, -0.821, -1.532, -1.532, -1.500, -1.500, -1.638
20060524, 3.027, 0.732, 0.732, 4.811, 4.811, 2.933
20060525, -4.634, -1.150, -1.150, -1.154, -1.154, -2.895
20060526, -3.066, -2.286, -2.286, -1.542, -1.542, 2.270
20060530, 9.461, 10.834, 10.834, 5.731, 5.731, 8.148
20060531, -2.215, -0.688, -0.688, -2.087, -2.087, -1.226
20060601, -4.359, -4.746, -4.746, -1.041, -1.041, -3.592
20060602, -2.560, -4.014, -4.014, -0.227, -0.227, 0.846
20060605, 6.284, 4.690, 4.690, 3.914, 3.914, 3.055
20060606, 2.352, 2.940, 2.940, -0.471, -0.471, 0.163
20060607, 2.576, 3.482, 3.482, 2.341, 2.341, 1.807
20060608, 3.137, 3.984, 3.984, 2.420, 2.420, 0.677
20060609, 1.086, 0.510, 0.510, 1.110, 1.110, 2.704
20060612, 3.682, 2.703, 2.703, 5.062, 5.062, 6.289
20060613, 8.362, 6.633, 6.633, 5.739, 5.739, 6.349
20060614, 1.967, 1.510, 1.510, 0.134, 0.134, -1.454
20060615, -16.497, -14.708, -14.708, -12.539, -12.539, -15.406
20060616, 3.115, 3.115, 3.115, 2.631, 2.631, -1.171
20060619, 1.020, 1.020, 1.020, -0.316, -0.316, 2.219
20060620, -1.540, -1.540, -1.321, -1.321, -1.717, -1.717
20060621, -5.659, -5.659, -4.198, -4.198, -0.420, -0.420
20060622, 0.528, 0.528, -0.526, -0.526, 1.016, 1.016
20060623, -0.552, -0.552, -1.685, -1.685, -1.447, -1.447
20060626, -0.855, -0.855, -1.206, -1.206, -1.125, -1.125
20060627, 2.505, 2.505, 3.396, 3.396, 0.773, 0.773
20060628, 0.045, 0.045, -0.312, -0.312, -1.645, -1.645
20060629, -8.454, -8.454, -5.276, -5.276, -1.626, -1.626
20060630, -2.233, -2.233, -2.665, -2.665, 0.501, 0.501
20060703, -1.926, -1.926, -1.907, -1.907, -0.209, -0.209
20060705, 3.774, 3.774, 2.809, 2.809, 2.904, 2.904
20060706, 0.155, 0.155, 1.599, 1.599, 0.367, 0.367
20060707, 1.145, 1.145, 0.886, 0.886, 3.139, 3.139
20060710, 0.076, 0.076, 0.254, 0.254, 0.240, 0.240
20060711, -1.732, -1.732, -1.412, -1.412, -0.872, -0.872
20060712, 2.668, 2.668, 2.449, 2.449, 1.114, 1.114
20060713, 8.160, 8.160, 7.313, 7.313, 5.102, 5.102
20060714, 2.712, 2.712, 2.712, 2.712, -0.041, -0.041
20060717, -1.002, -1.002, -1.002, -1.002, -1.729, -1.729
20060718, -1.533, -1.533, -1.533, -1.533, -0.535, -0.535
20060719, -5.339, -5.339, -5.339, -5.339, -8.527, -8.527
20060720, 3.267, 3.267, 3.267, 5.038, 5.038, 5.038
20060721, 2.304, 2.304, 2.304, 1.738, 1.738, 1.738
20060724, -7.569, -7.569, -7.569, -3.576, -3.576, -3.576
20060725, -2.763, -2.763, -3.457, -3.457, -3.537, -3.537
20060726, -0.705, -0.705, 0.049, 0.049, -2.214, -2.214
20060727, 1.702, 1.702, 1.240, 1.240, 3.986, 3.986
20060728, -3.112, -3.112, -2.797, -2.797, -1.867, -1.867
20060731, 0.889, 0.889, 1.076, 1.076, 3.355, 3.355
20060801, 2.418, 2.418, 2.872, 2.872, 0.979, 0.979
20060802, -2.010, -2.010, -1.951, -1.951, -1.639, -1.639
20060803, -0.924, -1.155, -1.155, -1.155, -0.554, -0.554
20060804, 1.508, 1.364, 1.364, 1.364, 2.098, 2.098
20060807, 0.912, 0.566, 0.566, 0.566, 0.732, 0.732
20060808, -0.325, -0.646, -0.646, 1.469, 1.469, 1.469
20060809, -0.909, -1.650, -1.650, -1.059, -1.059, -1.059
20060810, 0.306, 1.305, 1.305, 0.762, 0.762, 0.762
20060811, 0.675, 0.675, 0.675, 0.169, 0.169, 0.169
20060814, -4.222, -4.222, -4.222, -0.528, -0.528, -0.528
20060815, -0.487, -0.487, -0.487, -4.221, -4.221, -4.221
20060816, -5.405, -5.405, -5.405, -1.390, -1.390, -1.390
20060817, -0.909, -0.909, -0.909, -0.598, -0.598, -0.598
20060818, -1.831, -1.831, -1.831, 1.468, 1.468, 1.468
20060821, -1.188, -1.188, -1.188, -0.988, -0.988, -0.988
20060822, -0.657, -2.897, -2.897, -1.443, -1.443, 0.339
20060823, 2.333, -0.259, -0.259, -0.164, -0.164, 1.930
20060824, -0.642, -3.822, -3.822, -0.799, -0.799, -1.114
20060825, -2.215, -2.743, -2.743, 0.033, 0.033, -1.425
20060828, -1.586, -1.197, -1.197, -1.196, -1.196, 0.062
20060829, 1.415, 0.254, 0.254, 0.400, 0.400, -1.161
20060830, -0.682, 0.041, 0.041, -1.523, -1.523, -1.518
20060831, -1.577, -1.564, -1.564, -1.059, -1.059, -1.183
20060901, -2.061, -2.702, -2.702, -1.139, -1.139, -0.969
20060905, 0.535, 1.080, 1.080, 0.661, 0.661, 0.423
20060906, 4.253, 4.333, 4.333, 1.014, 1.014, 3.865
20060907, 1.109, 1.344, 1.344, 1.059, 1.059, -0.469
20060908, -0.706, -0.430, -0.430, 0.087, 0.087, -2.246
20060911, 0.295, 0.961, 0.961, 0.624, 0.624, -1.495
20060912, -5.258, -5.287, -5.287, -2.380, -2.380, -0.065
20060913, -1.746, -1.792, -1.792, -0.359, -0.359, 0.463
20060914, 1.437, 1.649, 1.649, 1.403, 1.403, 1.675
20060915, -0.082, -0.082, -0.082, -1.581, -1.581, -0.456
20060918, -1.063, -1.063, -1.063, 0.275, 0.275, 0.769
20060919, -0.431, -0.431, -1.969, -1.969, 1.403, 1.403
20060920, -1.920, -1.920, -1.334, -1.334, -0.793, -0.793
20060921, 2.686, 2.686, 2.866, 2.866, 0.216, 0.216
20060922, 0.312, -1.190, -1.190, 8.500, 8.500, 0.485
20060925, -3.310, -2.514, -2.514, -3.104, -3.104, -0.970
20060926, -2.097, -3.785, -3.785, 0.133, 0.133, 1.435
20060927, 0.368, 2.152, 2.152, 0.004, 0.004, 0.221
20060928, -0.290, -0.424, -0.424, -0.912, -0.912, -0.026
20060929, -0.375, 0.109, 0.109, -1.153, -1.153, 0.670
20061002, 1.770, 2.066, 2.066, 0.194, 0.194, -0.427
20061003, -0.035, -1.089, -0.287, -0.287, -0.287, -0.708
20061004, -4.992, -5.270, -4.631, -4.631, -4.631, -0.444
20061005, -0.869, -0.607, -1.357, -1.357, -1.357, -1.615
20061006, -0.157, 0.567, -1.211, -1.211, -0.096, -0.096
20061009, -1.860, -2.095, -1.042, -1.042, -0.431, -0.431
20061010, -2.583, -2.279, -1.617, -1.617, 0.701, 0.701
20061011, -1.366, -1.537, -1.921, -1.921, -1.252, -1.252
20061012, -2.198, -2.099, -3.697, -3.697, -2.676, -2.676
20061013, -1.299, -1.299, -1.229, -1.229, -3.222, -3.222
20061016, -2.209, -2.209, -0.538, -0.538, -2.958, -2.958
20061017, 1.119, 1.119, -0.353, -0.353, 1.537, 1.537
20061018, -0.489, -0.489, -0.830, -0.830, -2.190, -2.190
20061019, -0.572, -0.572, -0.031, -0.031, -2.244, -2.244
20061020, -1.870, -1.870, -1.228, -1.228, -1.935, -1.935
20061023, -2.478, -2.478, -1.477, -1.477, -0.499, -0.499
20061024, -1.657, -4.984, 0.844, -2.904, 2.480, -3.138
20061025, -2.451, -3.234, -6.150, 1.638, 0.804, -0.707
20061026, -2.195, -2.570, -2.509, -7.946, 2.903, -1.628
20061027, 0.496, 0.853, -0.939, 3.664, -1.101, -2.530
20061030, 0.345, 1.119, 0.892, -0.456, -5.618, -1.476
20061031, -0.682, -1.024, -2.399, -1.636, -0.078, 3.971
20061101, 2.166, 4.124, 0.491, 0.807, 0.299, -4.640
20061102, 0.684, 0.961, 0.672, -2.306, 3.186, 0.138
20061103, -0.801, -0.172, -2.069, 1.844, -0.665, -1.019
20061106, -3.384, -4.631, -2.931, -0.444, -4.543, -0.160
20061107, 0.360, 0.691, -0.344, 1.336, -3.492, -7.216
20061108, -1.896, -2.387, 2.891, -4.615, -1.578, -0.424
20061109, 0.322, 0.362, 0.346, -1.753, -0.992, 2.422
20061110, 1.536, 1.536, 0.543, -0.764, -5.128, -1.201
20061113, 0.006, 0.006, -0.890, 1.022, -0.122, -1.574
20061114, -2.353, -2.353, -1.471, -1.785, -0.130, -1.206
20061115, -0.699, -0.699, -2.207, -1.377, 1.453, -1.181
20061116, -0.317, -0.317, -0.817, 1.656, -3.129, -4.459
20061117, 0.859, 0.859, 0.160, 0.047, 3.520, -1.097
20061120, -2.328, -2.328, -0.703, 3.470, -0.941, -1.337
20061121, 0.612, 0.172, 3.667, 2.264, -1.026, -1.026
20061122, 0.954, 0.281, 0.977, 3.795, -0.075, -0.075
20061124, 0.948, 3.947, -2.782, 5.484, 1.599, 1.599
20061127, 6.077, 5.117, 5.216, 4.084, 4.279, 4.279
20061128, -3.565, -4.074, -3.569, -4.082, 3.947, 3.947
20061129, -4.027, -3.857, -1.631, -6.250, -1.806, -1.806
20061130, -0.680, 0.065, -2.293, -1.196, -2.135, -2.135
20061201, 2.195, 1.829, 2.799, 1.217, -3.246, -3.246
20061204, -1.585, -1.757, -3.560, -1.589, -1.993, -1.993
20061205, 0.333, 0.535, 1.694, -1.813, -0.621, -0.621
20061206, 0.737, 1.600, 0.249, 1.432, 3.724, 3.724
20061207, 1.955, -0.046, 3.443, 3.327, -0.583, -0.583
20061208, 0.132, 1.140, -2.758, -0.084, -1.603, -1.603
20061211, -2.649, -2.257, 0.675, 1.630, -5.861, -5.861
20061212, -1.056, -0.926, -2.540, 6.383, 4.535, 4.535
20061213, -1.636, -0.857, 1.465, -2.771, 0.882, 0.882
20061214, 0.428, 0.917, 0.745, -3.022, -2.820, -2.820
20061215, 1.485, 1.485, 1.014, 3.520, -5.127, -5.127
20061218, 0.204, 0.204, 1.005, -1.752, 5.469, 5.469
20061219, -2.747, -2.747, -1.415, -1.415, -1.045, -1.045
20061220, -0.330, -0.330, -0.186, -0.186, 2.830, 2.830
20061221, 0.736, 0.732, 1.995, 1.114, 1.114, 1.114
20061222, 1.434, 1.264, 3.747, 0.235, 0.235, 0.235
20061226, -2.662, -1.591, -8.830, 2.710, 2.710, 2.710
20061227, -2.541, -3.481, -1.557, -0.393, -0.393, -0.150
20061228, 0.876, -0.113, 2.963, -2.166, -0.040, -0.040
20061229, 1.055, -0.645, 1.884, 0.801, 1.507, 1.507
20070103, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
20070104, -0.414, 1.598, -5.923, -2.199, -2.911, -2.911
20070105, 2.356, 2.824, 3.197, -0.827, 1.183, 1.183
20070108, -1.092, -1.655, 2.638, 3.203, -5.158, -5.158
20070109, -0.517, -1.014, -1.164, 2.512, -0.528, -2.493
20070110, -1.026, -0.473, 0.819, 0.636, -1.479, 0.533
20070111, -6.858, -7.201, -5.177, -6.331, 3.089, -3.417
20070112, -1.590, -1.590, -2.720, -0.456, -3.454, -0.407
20070116, -1.437, -1.437, -2.414, -6.613, -0.678, 0.442
20070117, 0.079, 0.079, -0.183, 2.472, -1.556, -0.578
20070118, 1.182, 0.973, 0.973, 2.261, -5.549, 0.346
20070119, -2.873, -0.700, -0.700, -2.974, 1.624, -2.775
20070122, 1.296, 1.457, -0.456, -0.456, 1.933, 0.719
20070123, -3.019, -4.674, 2.179, -0.310, -5.570, -5.570
20070124, -1.123, -0.753, 1.199, -0.612, 2.843, -9.844
20070125, 3.856, 3.076, 1.530, 3.077, 0.451, 3.824
20070126, 0.295, -0.147, 0.610, -0.076, -0.075, -0.078
20070129, -0.317, 0.598, -0.451, -0.173, 0.382, -0.634
20070130, -1.589, -1.805, -0.513, -1.740, -2.900, 0.701
20070131, -1.459, -3.038, -3.602, 0.848, -0.612, -0.004
20070201, -1.357, -0.621, -0.325, -2.058, -1.291, 1.063
20070202, -0.474, -0.419, -0.270, -0.173, 3.040, -2.773
20070205, 0.010, 0.703, -1.305, 1.201, -1.165, 1.229
20070206, -1.268, -2.228, -1.700, -2.686, -3.870, -0.619
20070207, -1.418, -1.758, -0.123, 1.166, -0.476, -1.639
20070208, 0.632, 0.995, -0.721, 1.374, 0.878, -2.306
20070209, 1.606, 1.606, 4.641, -0.452, 5.392, 5.375
20070212, 1.856, 1.856, 1.884, 3.505, -1.828, 4.124
20070213, -3.901, -3.901, -1.970, -2.659, -1.708, -3.172
20070214, -3.102, -3.102, -4.191, -2.934, 0.719, -6.397
20070215, -0.528, -0.528, -2.278, -0.668, -2.910, 2.299
20070216, 0.138, 0.138, -0.354, -0.428, 1.604, -0.474
20070220, -1.584, -1.584, -3.252, -2.815, -1.766, 0.750
20070221, -1.115, -0.184, 0.371, -2.268, -2.268, 3.024
20070222, -0.770, -0.517, 0.051, 0.204, 0.204, -1.523
20070223, 3.849, 5.042, 1.167, 3.880, -3.041, -3.041
20070226, -1.157, -0.487, -0.673, -0.556, 1.648, 1.648
20070227, 25.736, 20.735, 15.102, 8.275, 0.172, 0.172
20070228, -8.182, -8.430, -4.791, -2.012, -1.021, -1.021
20070301, 4.479, 5.357, 0.774, -0.890, 6.386, 6.386
20070302, 6.082, 3.460, 6.310, 7.777, 5.974, 5.974
20070305, 5.001, 3.643, 2.679, 3.739, 0.651, 0.651
20070306, -6.451, -6.113, -8.279, -4.605, -2.974, -2.974
20070307, -1.923, 0.715, 1.258, -3.291, -4.459, -4.459
20070308, -3.708, -3.746, -4.104, -2.004, 0.812, 0.812
20070309, -0.208, 0.250, 1.496, 0.312, 1.071, 1.071
20070312, -1.856, -1.306, 0.813, -3.051, -0.861, -0.861
20070313, 9.463, 7.681, 5.298, 7.132, 7.398, 7.398
20070314, 3.666, 4.170, 3.814, -0.334, 1.668, 1.668
20070315, 0.489, 1.313, 0.903, 3.566, -3.824, -3.824
20070316, 3.109, 3.109, 1.872, 4.505, 2.396, 2.396
20070319, -5.928, -5.928, -4.861, -3.486, -2.085, -2.085
20070320, -3.425, -3.425, 1.575, 1.575, 6.098, 6.098
20070321, -7.588, -7.588, -14.094, -14.094, -8.270, -8.270
20070322, 0.623, 1.335, 2.983, 2.983, -2.507, -2.507
20070323, -0.080, 1.782, 1.267, 1.267, 0.002, 0.002
20070326, 0.234, -0.923, 0.546, 0.546, -1.650, -1.650
20070327, 3.430, 1.804, 1.170, 0.568, 3.229, 3.229
20070328, 5.275, 5.063, 5.374, 3.898, -0.924, -0.924
20070329, -0.642, -0.752, 1.807, 1.508, -2.390, -2.390
20070330, -0.877, -1.732, 0.135, -1.163, 6.673, 6.673
20070402, 1.915, 3.565, 0.866, 2.504, -2.005, -2.005
20070403, -4.038, -3.546, -3.610, -3.294, -4.746, -4.746
20070404, -1.451, -1.208, -0.723, 3.308, 5.955, 5.955
20070405, -1.187, -1.609, -1.777, -0.278, -0.273, -0.273
20070409, -0.522, 0.396, 0.696, -1.714, -4.605, -4.605
20070410, -3.448, -3.630, -1.871, 0.071, -0.465, -0.465
20070411, 3.257, 3.001, 3.925, 0.514, 7.517, 0.618
20070412, -2.069, -1.929, -1.681, -1.198, -5.565, 1.536
20070413, -1.087, -1.087, -2.418, -1.290, -2.260, -3.398
20070416, -4.390, -4.390, -5.026, -9.460, -6.873, -1.156
20070417, 1.311, 1.311, -0.569, 0.334, 2.443, -3.050
20070418, -0.059, -0.059, 0.348, 0.993, 1.840, 0.595
20070419, -0.720, 0.320, 0.320, 4.082, 0.562, 0.307
20070420, 0.037, -0.032, -0.032, -0.419, -1.563, -1.172
20070423, 1.505, 2.309, 2.309, 2.018, 3.967, 0.810
20070424, -0.060, -0.443, 2.097, -3.620, 1.620, 1.620
20070425, -1.014, -1.415, -2.717, -1.270, -3.673, 0.269
20070426, 0.290, 0.483, 0.879, 4.308, 3.653, 2.045
20070427, -0.679, -0.272, -2.108, -0.435, -2.237, 0.921
20070430, 2.791, 2.267, 5.794, -0.088, 4.780, -4.442
20070501, 0.059, 0.420, -1.804, -0.364, -1.485, 3.781
20070502, -1.543, -1.517, 0.451, -0.368, -3.207, 1.181
20070503, -0.699, -1.913, -1.528, 2.993, 6.813, 4.506
20070504, 0.304, 0.488, -1.710, 0.434, 0.424, -0.602
20070507, 0.636, 1.715, -0.944, -3.691, -1.737, 3.303
20070508, 0.991, 1.210, 0.897, 3.704, -0.931, 0.068
20070509, -1.474, -1.224, 2.067, -1.788, -1.003, 0.258
20070510, 3.088, 3.486, 2.848, 2.789, 4.881, -2.688
20070511, -2.146, -2.146, -1.528, -1.185, -1.653, -1.891
20070514, 1.466, 1.466, 2.033, 1.275, 3.001, 4.467
20070515, 0.089, 0.089, 1.751, 3.318, -1.988, 1.489
20070516, -0.962, -0.962, -2.638, -1.360, 1.952, 0.048
20070517, 0.677, 0.677, 1.051, 2.751, -0.530, -1.601
