This file contains the VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson
The dates are in YYYYMMDD format
r_K^{VIX fut.} gives the daily return of a constant-maturity VIX futures strategy with target maturity K months
Returns are in percent

Date,r_1^{VIX fut.},r_2^{VIX fut.},r_3^{VIX fut.},r_4^{VIX fut.},r_5^{VIX fut.},r_6^{VIX fut.}
20110316, 6.246, 6.246, 7.845, 4.548, 5.048, 6.059
20110317, -3.017, -3.017, -3.694, -1.041, -2.469, -2.830
20110318, -3.347, -3.347, -3.339, -2.210, -3.222, -2.701
20110321, -7.689, -7.689, -6.723, -4.916, -6.182, -6.214
20110322, -0.463, -0.686, 0.225, -0.499, -0.499, 0.473
20110323, -4.587, -3.881, -3.071, -2.052, -2.052, -2.126
20110324, -2.673, -3.075, -2.790, -3.035, -3.035, -4.882
20110325, -0.890, 0.000, -0.719, 0.468, -1.121, 0.964
20110328, 2.723, 3.304, 2.143, 2.380, 0.489, -0.800
20110329, -3.275, -3.383, -1.773, -4.318, -1.699, -2.936
20110330, -1.608, -1.052, -1.424, -1.424, -1.480, -1.480
20110331, 0.335, 0.663, 0.241, 0.241, -0.536, 0.500
20110401, -1.260, -1.702, -0.795, -0.934, 0.782, -2.805
20110404, -1.682, -1.649, -1.208, -1.210, -2.781, -0.766
20110405, -0.642, -0.631, -0.830, 0.244, 1.020, 1.282
20110406, -0.478, 0.000, 0.000, -0.661, 0.252, 0.253
20110407, 0.700, 1.013, 0.982, 0.980, 1.005, 1.008
20110408, 1.432, 1.502, 1.187, 1.697, 1.740, 1.744
20110411, -1.093, -1.248, -0.500, -1.242, 0.488, 0.489
20110412, 1.317, 1.363, 0.481, 1.563, 2.081, 1.395
20110413, -1.779, -1.813, -1.427, -0.946, -1.604, -2.970
20110414, -1.180, -1.125, -0.242, -0.818, 0.000, 0.000
20110415, -2.682, -2.682, -1.434, -1.536, -1.373, -0.491
20110418, 2.822, 2.822, 3.355, 1.950, 3.253, 1.480
20110419, -5.446, -5.446, -4.765, -4.765, -2.256, -1.453
20110420, -4.909, -4.909, -0.089, -0.089, -3.019, -3.304
20110421, -1.405, -2.562, 0.339, 0.339, -2.495, -0.760
20110425, -2.453, -2.105, -2.521, -2.521, -3.516, -3.516
20110426, -1.181, -2.292, -2.284, -3.429, 1.445, 6.428
20110427, -1.922, -2.605, -2.075, -4.695, 0.055, 0.049
20110428, -1.607, -1.951, -2.362, -1.687, -2.627, -3.496
20110429, -0.288, 0.300, -1.353, -0.106, -5.142, -2.156
20110502, 2.944, 2.403, 3.247, 1.914, 2.785, 6.098
20110503, 2.774, 3.231, 2.840, 3.446, 4.852, -0.454
20110504, 1.201, 1.059, 1.906, 0.536, 0.513, 0.455
20110505, 1.552, 1.487, 0.755, 0.799, -0.237, 3.140
20110506, -1.097, -1.367, -1.407, -0.791, 0.228, -3.028
20110509, -3.675, -4.016, -2.681, -2.122, -1.054, -2.038
20110510, -3.716, -3.610, -4.010, -2.156, -2.049, 0.346
20110511, 2.638, 2.509, 3.210, 2.467, 2.536, 0.066
20110512, -1.874, -1.705, -1.042, -1.592, -0.763, -0.689
20110513, 1.683, 1.683, 1.314, 1.358, 1.280, 2.230
20110516, 2.230, 2.230, 1.295, 2.347, 1.668, -0.590
20110517, -1.837, -1.837, -1.529, -2.497, -2.723, -1.477
20110518, -3.437, -3.437, -3.581, -1.332, -1.271, -0.124
20110519, -2.125, -1.433, -1.433, -0.739, -1.763, 0.462
20110520, 2.245, 1.548, 1.548, 1.780, 2.249, 2.986
20110523, 2.611, 2.187, 2.187, 1.510, -0.948, 1.115
20110524, -1.217, -1.036, 0.312, -2.691, -0.441, -0.441
20110525, -1.747, -1.558, -0.629, -1.314, -2.970, -1.530
20110526, -2.779, -2.913, -3.262, -3.503, -2.050, -2.847
20110527, -1.866, -1.390, -1.066, -2.473, -4.019, -1.560
20110531, -3.016, -2.755, -3.110, -3.404, -1.936, -1.811
20110601, 7.058, 6.421, 5.580, 4.603, 2.954, 1.850
20110602, -0.925, -1.412, -0.525, -0.550, -0.478, -1.344
20110603, 0.678, 0.534, 0.181, 0.828, 0.720, 0.687
20110606, 1.198, 1.060, 1.050, 1.873, -1.122, 1.137
20110607, -1.154, -1.565, -2.172, -1.066, -1.861, -0.674
20110608, 1.452, 1.058, 1.055, 1.805, 1.641, 0.452
20110609, -3.223, -2.873, -3.760, -1.402, -2.162, -2.868
20110610, 3.327, 3.327, 3.274, 2.668, 3.347, 2.945
20110613, 2.538, 2.538, 1.634, -0.676, -0.618, 0.450
20110614, -4.159, -4.159, -3.581, -3.636, -3.333, -4.743
20110615, 9.698, 9.698, 7.400, 9.108, 6.627, 5.064
20110616, 4.743, 4.743, 4.938, 7.211, 6.755, 5.156
20110617, -2.414, -2.414, -2.048, 0.410, -1.813, -0.849
20110620, -4.750, -4.750, -4.906, -4.044, -3.156, -3.634
20110621, -2.445, -2.445, -2.490, -2.490, -0.170, -0.355
20110622, 1.743, 1.743, 1.700, 1.700, 1.588, -0.132
20110623, -2.158, -2.244, -0.477, -0.446, -0.446, 0.000
20110624, 5.773, 4.376, 3.897, 2.946, 2.710, 0.741
20110627, -2.198, -3.019, -3.041, -2.876, 0.337, -6.491
20110628, -4.952, -4.748, -4.965, -0.671, -2.860, -4.623
20110629, -4.859, -5.194, -3.955, -4.253, -0.841, -5.745
20110630, -3.919, -2.852, -5.363, -4.195, -2.214, -5.002
20110701, -4.248, -4.369, -3.079, -4.900, -5.234, -1.234
20110705, 0.340, 1.025, 1.600, -0.735, -0.498, -1.083
20110706, 1.555, 1.758, 1.953, 1.143, -0.007, -6.558
20110707, -2.797, -2.624, -3.663, -2.805, -2.636, -4.069
20110708, 2.184, 2.399, 2.854, 0.618, 1.477, 7.937
20110711, 8.368, 8.230, 5.983, 4.423, 5.521, 8.755
20110712, 2.511, 1.911, 2.405, 4.224, 2.297, 1.694
20110713, 0.520, 0.210, 1.217, 0.000, 0.000, 1.491
20110714, 3.130, 3.131, 1.845, 4.114, 2.187, 1.863
20110715, -2.278, -2.278, -1.101, -1.599, -2.134, -0.413
20110718, 4.091, 4.091, 2.982, 2.868, 2.622, 3.837
20110719, -5.952, -5.952, -4.264, -4.620, -4.198, -2.180
20110720, -2.006, -2.006, -2.351, 0.337, -1.728, -2.509
20110721, -5.128, -7.087, -7.087, -2.588, -2.553, -3.335
20110722, -0.564, -0.497, -0.497, -2.000, -0.313, -0.313
20110725, 5.532, 1.850, 2.734, 2.734, 1.877, 1.877
20110726, 1.638, 2.618, 2.392, 1.493, 2.207, 0.491
20110727, 7.606, 6.819, 4.880, 2.757, 2.313, 5.719
20110728, 0.113, -0.459, 0.429, 0.300, 0.631, -3.082
20110729, -1.632, -2.652, -3.302, -3.190, -0.779, -4.315
20110801, -2.045, -2.029, -4.029, -1.019, -5.545, -2.235
20110802, 7.357, 8.655, 5.370, 3.953, 5.152, 6.835
20110803, -1.063, -0.524, -0.906, -0.895, -2.289, -0.710
20110804, 21.932, 21.776, 18.924, 15.672, 11.148, 12.577
20110805, 3.821, 0.284, 2.816, 5.646, -0.997, 3.339
20110808, 20.452, 16.600, 17.654, 14.652, 11.595, 7.951
20110809, -16.188, -17.236, -16.707, -14.749, -10.331, -10.085
20110810, 15.199, 13.804, 13.774, 12.520, 13.771, 11.038
20110811, -3.247, -3.653, -5.987, -3.037, -3.456, -5.503
20110812, 1.282, 1.282, -0.720, -1.034, -0.714, 3.121
20110815, -4.333, -4.333, -3.445, -3.692, -3.445, -1.902
20110816, 0.651, 0.651, 1.599, 0.405, 2.956, -0.297
20110817, 4.279, 4.279, 2.939, 2.585, -0.938, 1.879
20110818, 20.657, 20.657, 13.105, 13.335, 16.426, 12.444
20110819, 5.992, 5.992, 5.378, 4.995, 4.413, 3.708
20110822, 3.092, 3.092, 4.526, 3.234, 2.241, 2.626
20110823, -5.898, -4.082, -2.115, -1.394, -1.874, -1.874
20110824, -2.145, -1.793, -1.653, 0.737, 1.328, -0.751
20110825, 3.400, 1.363, -1.429, 2.123, 0.433, 2.873
20110826, -2.178, -2.845, -2.414, -1.509, -1.305, -3.314
20110829, -6.553, -5.185, -2.394, -5.015, -4.334, -3.383
20110830, 2.728, 3.083, 2.454, 2.405, 2.763, 4.181
20110831, -2.214, -1.017, 0.256, -4.089, -2.184, -2.838
20110901, 1.603, 2.079, 1.172, 1.017, 1.534, 0.010
20110902, 6.300, 5.463, 3.357, 4.154, 1.522, 2.221
20110906, 3.200, 2.621, 2.536, 2.311, 3.284, 1.682
20110907, -5.258, -4.952, -3.880, -2.806, -3.018, -1.067
20110908, 2.718, 2.762, 1.942, -0.391, 1.497, 2.129
20110909, 9.087, 7.894, 7.868, 7.937, 5.559, 2.057
20110912, 0.645, 1.524, 1.295, 0.783, 1.242, 3.054
20110913, -0.105, 0.282, 0.283, 1.673, -0.153, -0.715
20110914, -3.569, -3.226, -1.833, -2.755, -1.383, -1.410
20110915, -5.026, -4.774, -3.707, -3.273, -3.939, -2.469
20110916, -2.252, -2.252, -2.035, -0.733, -1.199, -1.061
20110919, 4.034, 4.034, 3.302, 3.017, 2.685, 2.549
20110920, -0.453, -0.453, -1.115, -1.115, 0.040, -0.096
20110921, 8.410, 8.410, 7.654, 7.654, 4.222, 1.257
20110922, 7.703, 6.492, 6.077, 7.522, 7.522, 7.526
20110923, 1.326, 0.494, -0.022, -0.020, 1.560, 1.132
20110926, -3.993, -3.727, -4.490, -1.855, -2.354, -2.627
20110927, -1.800, -1.191, -1.806, -0.291, -1.363, -0.777
20110928, 6.737, 5.315, 6.651, 5.816, 3.957, 3.635
20110929, -2.132, -2.294, -2.023, -2.190, -1.611, -1.058
20110930, 8.437, 7.556, 6.809, 6.847, 6.092, 3.032
20111003, 7.077, 8.262, 7.612, 9.017, 2.494, 1.911
20111004, -7.827, -6.724, -5.611, -4.599, -0.541, -0.581
20111005, -5.223, -5.258, -4.987, -5.041, -2.839, -1.598
20111006, -1.305, -1.126, -1.080, -0.943, -0.569, -1.921
20111007, 0.190, 0.094, 0.056, 0.049, -0.669, 2.542
20111010, -7.199, -6.723, -4.941, -7.167, -5.632, -6.288
20111011, -0.479, -0.501, -0.163, 0.220, -0.301, -1.812
20111012, -6.208, -6.354, -5.609, -5.042, -4.881, -3.368
20111013, -0.735, -0.792, -1.356, -1.213, -0.159, -1.719
20111014, -6.074, -6.074, -6.107, -3.596, -4.522, -1.977
20111017, 12.687, 12.687, 9.057, 8.297, 6.954, 3.854
20111018, -5.918, -5.918, -3.771, -3.676, -4.830, -2.152
20111019, 9.087, 9.087, 6.482, 6.434, 5.285, 3.800
20111020, 0.699, 0.000, 0.000, 0.000, -0.395, 0.884
20111021, -7.138, -5.672, -5.672, -5.048, -4.745, -4.745
20111024, -5.634, -4.783, -3.913, -3.913, -2.541, -2.541
20111025, 8.116, 6.011, 4.670, 3.752, 4.038, 6.478
20111026, -5.346, -3.769, -3.381, -3.451, -4.411, -3.310
20111027, -13.487, -13.759, -9.861, -10.932, -10.535, -9.742
20111028, -0.137, -1.397, -0.531, -0.998, 0.418, -0.537
20111031, 12.947, 11.752, 11.365, 10.804, 7.396, 6.852
20111101, 12.376, 13.241, 7.812, 9.001, 9.928, 10.101
20111102, -3.289, -3.361, -2.040, -2.068, -2.943, -3.502
20111103, -4.663, -4.341, -3.654, -3.597, -2.198, -3.624
20111104, 1.736, 2.680, 1.365, 1.702, 1.364, 1.298
20111107, -0.644, -0.551, 0.251, -0.846, -0.487, 0.325
20111108, -5.678, -5.575, -4.131, -3.630, -1.712, -2.389
20111109, 21.048, 19.751, 18.443, 14.851, 13.678, 14.601
20111110, -6.700, -6.546, -6.151, -3.263, -4.704, -1.060
20111111, -4.391, -4.391, -4.804, -2.762, -1.825, -3.703
20111114, 2.096, 2.096, 1.079, 1.409, 0.982, 0.913
20111115, -0.288, -0.288, 0.306, 0.594, -0.405, -0.377
20111116, 6.807, 6.807, 5.378, 5.076, 3.727, 2.799
20111117, 3.414, 3.414, 3.210, 2.704, 3.828, 5.563
20111118, -4.376, -4.376, -3.810, -2.927, -1.116, -0.419
20111121, 1.863, 1.863, 2.075, 1.988, 2.245, -0.993
20111122, -1.973, -1.719, -1.400, -2.500, 0.036, 0.036
20111123, 4.007, 3.922, 4.037, 3.094, 2.273, 4.453
20111125, 2.596, 1.414, 1.927, 1.161, 3.410, 1.346
20111128, -6.966, -5.624, -5.512, -5.150, -7.486, -4.893
20111129, -1.889, -1.912, -1.095, -0.773, -0.146, -0.930
20111130, -8.783, -8.183, -5.909, -4.210, -5.099, -2.209
20111201, -1.873, -2.559, -3.081, -3.530, -2.130, -1.271
20111202, -0.535, -1.053, -0.708, -0.337, 0.909, -2.552
20111205, -0.274, -0.368, -0.732, -2.003, -2.447, -0.352
20111206, 0.957, 1.102, 0.533, 1.119, -0.759, 0.000
20111207, 1.995, 2.568, 1.518, 1.191, 1.127, 1.168
20111208, 5.115, 5.392, 4.497, 4.094, 2.707, 3.420
20111209, -8.640, -9.190, -6.075, -5.258, -4.486, -4.168
20111212, 1.729, 1.877, 2.008, 1.259, 2.371, 2.276
20111213, -0.933, -0.794, -0.977, 0.252, 0.793, 0.813
20111214, 0.536, 0.565, 1.790, 0.915, -0.230, 0.484
20111215, -3.787, -4.190, -3.516, -2.724, -3.132, -2.333
20111216, -0.025, -0.025, -1.630, -1.497, -0.878, -0.164
20111219, -1.721, -1.721, -2.623, -1.444, -0.821, -1.396
20111220, -6.349, -6.349, -6.078, -6.078, -6.827, -4.467
20111221, -7.676, -7.676, -6.365, -6.365, -7.215, -10.817
20111222, 2.309, 0.601, 0.163, 2.588, 2.588, 0.392
20111223, 2.296, 2.017, 2.685, 0.186, -0.423, -0.662
20111227, -0.941, -0.645, -0.962, -0.929, -0.918, -0.982
20111228, 4.481, 4.181, 3.084, 0.762, 2.806, 3.203
20111229, -2.556, -2.262, -2.413, -0.212, -2.749, -1.339
20111230, 2.662, 2.689, 1.901, 2.377, 1.500, -0.221
20120103, -6.265, -5.750, -3.929, -3.786, -2.533, -6.463
20120104, -2.157, -2.039, -1.758, -3.740, -1.487, 2.248
20120105, -1.697, -1.673, -2.057, -1.501, -2.428, 0.792
20120106, -2.367, -2.100, -2.488, -0.864, -1.551, -1.599
20120109, -0.971, -1.157, -0.622, -1.121, 0.174, -0.609
20120110, -2.099, -2.259, -1.559, -0.504, -1.725, -1.986
20120111, 2.231, 2.283, 1.574, 0.513, 1.749, 1.038
20120112, -1.932, -1.818, -0.918, 0.086, -1.125, 0.550
20120113, 1.460, 1.460, 1.672, 1.607, 1.584, 1.632
20120117, -0.644, -0.644, -1.525, -0.071, 0.061, -0.122
20120118, -3.108, -3.108, -2.735, -3.041, -2.246, -1.600
20120119, -2.765, -3.338, -3.338, -1.864, -1.695, -2.814
20120120, -3.007, -2.193, -2.193, -2.952, -2.795, -2.795
20120123, -2.413, -1.542, -1.466, -1.466, -4.733, -4.733
20120124, -0.598, -1.354, -0.430, -2.044, -0.672, -0.672
20120125, -2.927, -4.525, -2.581, -3.428, -0.402, -2.892
20120126, -0.115, -0.204, -1.043, 1.025, 2.750, 1.358
20120127, -1.826, -1.242, -2.008, -2.965, -1.537, -1.340
20120130, 2.343, 2.096, 0.715, 1.343, -0.493, 2.344
20120131, 0.933, 1.110, 0.281, 1.364, 0.668, -0.947
20120201, -4.149, -3.888, -1.852, -3.796, -1.767, -2.288
20120202, -3.356, -3.675, -5.019, -0.868, -0.690, -2.335
20120203, -4.974, -4.439, -3.105, -4.382, -2.258, -2.785
20120206, -0.556, -1.807, -1.326, -0.412, -3.427, -4.456
20120207, 1.240, 1.821, -0.124, -1.182, -1.367, -0.215
20120208, 3.430, 3.529, 2.340, 2.614, 1.203, 1.076
20120209, 4.408, 4.872, 4.788, 2.583, 4.907, 5.792
20120210, 8.662, 8.662, 5.964, 4.899, 2.258, 1.263
20120213, -8.691, -8.691, -3.479, -2.751, -0.748, -3.049
20120214, 2.854, 2.854, 0.502, 1.985, 1.217, 2.042
20120215, 8.280, 8.280, 9.739, 6.331, 7.608, 5.541
20120216, -6.411, -6.411, -5.262, -2.991, -5.904, -3.338
20120217, -1.109, -1.109, 0.881, -0.298, -0.599, 1.175
20120221, -0.415, -0.415, 1.008, 2.941, 1.295, 1.160
20120222, -3.289, -2.686, -2.226, -1.649, -1.649, -4.729
20120223, -6.933, -6.481, -5.748, -5.565, -5.565, 0.710
20120224, 4.616, 4.105, 6.701, 3.666, 3.714, -0.162
20120227, 1.551, 0.528, 1.640, 2.429, 2.607, 1.028
20120228, -2.915, -2.306, -1.809, -1.274, -3.065, -0.558
20120229, 0.427, 0.094, -0.333, -1.495, -1.189, 0.655
20120301, -3.959, -3.351, -2.460, -1.973, -1.308, -5.128
20120302, 1.734, 1.656, 0.786, 2.239, 2.763, 4.075
20120305, -0.790, -0.623, 0.416, -0.803, -0.417, 3.313
20120306, 9.132, 8.590, 5.819, 8.017, 2.500, -1.972
20120307, -6.592, -6.124, -4.581, -5.037, -3.739, -1.414
20120308, -3.582, -3.196, -2.681, -4.574, -1.935, -0.218
20120309, -2.557, -2.390, -1.441, -1.400, -3.717, -1.427
20120312, -5.167, -5.093, -3.219, -3.616, -1.258, -2.066
20120313, -3.614, -3.538, -3.712, -4.138, -2.286, -3.312
20120314, 5.142, 5.672, 4.063, 6.297, 2.501, 0.714
20120315, -1.976, -1.773, -0.447, -0.353, -0.467, -1.293
20120316, -0.766, -0.766, -0.019, -0.989, -0.208, -0.218
20120319, -7.765, -7.765, -5.538, -4.699, -4.032, -2.618
20120320, -4.500, -4.500, -3.785, -3.785, -2.336, 0.000
20120321, -5.188, -5.188, -2.049, -2.049, -5.118, -4.562
20120322, 1.423, 1.817, 1.704, 1.704, 1.736, 0.500
20120323, -7.249, -8.444, -5.180, -5.180, -3.567, -3.567
20120326, -8.429, -10.696, -11.193, -11.193, -7.762, -7.762
20120327, 11.137, 9.161, 5.460, 4.194, 0.905, 0.837
20120328, 0.433, 1.118, 2.406, 1.073, -0.457, -9.065
20120329, -2.302, -0.943, -0.529, -1.721, -2.142, 5.901
20120330, -2.166, -2.673, -4.455, -1.060, -5.825, -5.458
20120402, 0.354, -1.225, 0.000, -1.808, 3.105, 0.259
20120403, 1.953, 2.923, 2.335, 2.560, 0.000, 3.846
20120404, 3.523, 3.704, 2.793, 1.861, 3.174, -0.731
20120405, 2.773, 3.094, 1.643, 2.288, 3.327, 5.649
20120409, 5.385, 5.060, 6.525, 4.246, 1.545, 2.603
20120410, 6.313, 5.938, 6.064, 6.856, 6.679, 3.010
20120411, -1.661, -1.745, -0.448, -1.749, -1.461, 1.699
20120412, -10.776, -10.993, -9.140, -6.523, -9.907, -8.294
20120413, 8.798, 8.798, 7.688, 6.214, 8.649, 4.708
20120416, -1.623, -1.623, -2.220, -0.702, -1.405, -2.381
20120417, -6.557, -6.557, -4.997, -6.691, -2.361, -1.259
20120418, 2.977, 2.977, 2.493, 4.504, 1.319, -1.835
20120419, -0.685, -0.560, -0.560, 1.670, 0.577, 1.613
20120420, -3.340, -3.169, -3.169, -1.653, -3.161, -1.065
20120423, 4.368, 3.466, 3.466, 2.765, 3.735, 1.550
20120424, -3.954, -4.717, -3.307, -3.907, -0.915, -0.915
20120425, -5.709, -4.461, -5.438, -5.865, -6.551, -4.401
20120426, -2.808, -3.055, -2.325, -3.429, -2.259, -0.830
20120427, -0.038, -0.322, -1.622, -0.227, -2.298, -3.418
20120430, 2.054, 2.310, 2.389, -0.294, 2.879, -0.668
20120501, -2.335, -3.085, -1.572, -1.055, -0.993, -1.739
20120502, -0.076, -0.718, 0.776, 0.513, -1.501, -2.204
20120503, 3.602, 3.907, 2.638, 2.357, 2.263, 1.794
20120504, 5.365, 5.243, 3.994, 4.577, 5.364, 2.419
20120507, -3.009, -3.487, -1.846, -1.965, -2.781, -2.354
20120508, 0.840, 0.621, 0.656, 0.560, 1.441, 2.165
20120509, 4.336, 4.529, 4.072, 3.390, 4.119, 0.914
20120510, -4.916, -5.205, -3.858, -5.020, -3.101, -1.926
20120511, 4.097, 4.097, 2.810, 2.507, 2.336, 0.561
20120514, 7.143, 7.143, 4.958, 7.277, 2.687, 4.548
20120515, 4.235, 4.235, 2.570, 2.602, 4.862, 3.430
20120516, 1.927, 1.927, 3.325, 3.726, 2.105, 1.996
20120517, 7.840, 7.840, 5.993, 8.868, 5.794, 5.330
20120518, 7.955, 7.955, 6.211, 6.257, 5.597, 5.016
20120521, -14.631, -14.631, -9.662, -11.078, -9.293, -5.996
20120522, 2.887, 2.887, 3.635, 3.635, 2.274, 1.313
20120523, -0.600, -0.600, 0.522, 0.522, 0.522, -2.552
20120524, -2.151, -1.349, -3.083, -3.083, -3.083, 2.759
20120525, 1.140, 0.669, 2.600, 1.329, -1.869, -4.317
20120529, -6.113, -5.971, -5.816, -5.269, -2.529, -1.552
20120530, 10.753, 9.918, 8.903, 8.958, 5.555, 2.804
20120531, 1.335, 1.783, 1.528, 0.974, 2.240, 3.130
20120601, 6.676, 6.889, 7.625, 6.610, 7.118, 3.803
20120604, -2.688, -3.070, -3.641, -1.170, -0.717, 2.089
20120605, -4.422, -4.245, -3.704, -3.191, -3.390, -4.219
20120606, -7.584, -7.378, -7.041, -7.474, -4.720, -3.257
20120607, -1.074, -0.728, -2.020, 0.672, -0.736, -3.169
20120608, -5.778, -6.059, -4.454, -5.888, -5.896, -4.180
20120611, 11.512, 11.341, 8.870, 8.175, 9.616, 9.945
20120612, -3.518, -3.507, -2.253, -2.716, -1.254, -2.728
20120613, 5.037, 4.769, 5.187, 6.143, 2.580, 3.060
20120614, -6.480, -6.341, -6.674, -4.763, -3.886, -4.400
20120615, -5.906, -5.906, -3.946, -6.166, -4.644, -9.808
20120618, -8.050, -8.050, -7.990, -6.926, -4.571, -1.720
20120619, 0.459, 0.459, -0.455, 0.056, -1.650, 7.437
20120620, -6.559, -6.559, -5.573, -3.957, -5.343, -11.156
20120621, 13.856, 11.864, 11.864, 11.890, 8.898, 2.879
20120622, -6.154, -5.127, -5.127, -1.386, -4.846, -27.787
20120625, 2.587, 2.332, -0.045, -0.045, 1.937, 24.967
20120626, -2.937, -2.632, -2.083, -2.542, -1.823, 4.890
20120627, -0.225, -0.008, -0.008, 0.864, 0.501, -7.252
20120628, -1.576, -1.569, -1.486, -1.457, -3.147, 0.981
20120629, -7.630, -7.149, -5.956, -4.497, -2.053, -18.987
20120702, -6.740, -7.389, -7.343, -5.328, -5.028, 3.060
20120703, -2.350, -1.759, -2.511, -3.528, -3.620, -6.932
20120705, 4.947, 3.701, 5.229, 3.968, 4.429, 1.575
20120706, -2.162, -1.194, -2.680, -0.896, -1.569, -2.677
20120709, 0.110, -0.511, -0.096, -1.181, -2.209, 5.898
20120710, 3.866, 4.071, 3.152, 3.747, 2.665, -1.950
20120711, -4.026, -4.337, -2.455, -2.693, -1.353, 0.489
20120712, 0.848, 0.653, 0.617, 2.057, 2.365, -4.917
20120713, -6.784, -6.784, -6.424, -5.134, -3.264, 1.684
20120716, -0.077, -0.077, -1.796, -0.450, -0.600, 3.395
20120717, -3.989, -3.989, -4.490, -3.532, -3.580, -3.873
20120718, 0.611, 0.611, -0.383, 1.179, -0.350, -1.436
20120719, -2.459, -2.459, -3.360, -1.888, 1.428, 1.428
20120720, 5.420, 5.420, 5.053, 4.750, 4.979, 4.979
20120723, 8.873, 8.873, 7.661, 7.510, 8.791, 8.791
20120724, 5.048, 5.797, 2.985, 4.516, 8.604, 0.289
20120725, -3.425, -4.296, -3.012, -3.880, -5.419, -0.087
20120726, -9.065, -8.243, -7.277, -4.976, -10.746, -5.075
20120727, -2.678, -1.751, -1.424, -2.372, -1.479, 1.420
20120730, 4.537, 3.813, 3.221, 2.843, 3.489, -0.857
20120731, 2.006, 2.748, 0.924, 0.226, -0.391, 1.294
20120801, -1.120, -2.148, -1.398, -1.776, 1.277, 0.851
20120802, -4.387, -4.052, -2.786, -1.814, -5.089, -1.131
20120803, -7.358, -7.169, -6.721, -5.095, -7.906, -5.756
20120806, -2.046, -2.203, -3.671, -2.134, 1.773, 0.297
20120807, 4.184, 4.590, 3.304, 3.547, -0.970, 0.171
20120808, -4.391, -4.364, -5.282, -5.007, -4.046, -0.400
20120809, -1.389, -1.736, -0.229, -0.757, -5.137, -0.939
20120810, -0.781, -0.450, -0.503, -1.685, 3.102, -1.846
20120813, -2.191, -1.880, -1.359, -0.773, -1.076, -2.133
20120814, 4.040, 4.510, 3.226, 3.871, 0.908, 2.824
20120815, -0.232, -0.115, 1.024, -0.611, 0.350, 1.605
20120816, -1.400, -1.340, -1.283, -2.456, -2.887, -1.119
20120817, -3.094, -3.094, -2.549, -1.529, -7.735, -0.215
20120820, 0.189, 0.189, 0.827, 2.666, 2.666, 1.719
20120821, 2.740, 2.740, 2.051, 1.067, 2.045, 1.897
20120822, 1.356, 1.356, 3.223, 3.559, -1.709, -1.725
20120823, 1.584, 1.557, 0.883, 8.474, 3.490, -0.030
20120824, -3.645, -2.479, -0.685, -6.463, -1.871, -1.074
20120827, 1.208, 1.014, 0.775, 0.609, 0.339, -3.872
20120828, 0.965, 0.590, 0.952, 4.315, 1.032, 0.220
20120829, 1.269, 1.498, 1.169, 2.039, -0.940, 0.657
20120830, 2.005, 1.438, 2.291, -0.167, 2.831, 0.435
20120831, -3.742, -4.016, -4.465, -5.988, -2.475, -1.729
20120904, -1.810, -2.563, -2.744, -3.762, -1.908, 0.439
20120905, -2.258, -1.992, -1.106, -4.550, -2.540, -0.920
20120906, -9.827, -9.556, -10.441, -12.146, -5.319, -6.029
20120907, -5.686, -5.760, -4.896, -9.846, -6.723, -2.564
20120910, 6.854, 6.411, 5.827, 7.467, 3.273, -0.328
20120911, -0.693, -0.825, -3.614, -3.694, -0.661, -1.431
20120912, -4.232, -4.102, -4.027, -9.481, -4.281, -4.246
20120913, -6.397, -6.576, -6.911, -11.671, -7.690, -8.608
20120914, 5.845, 5.845, 5.354, 3.159, 1.182, -0.691
20120917, -3.071, -3.071, -0.480, -1.802, -0.492, 0.545
20120918, -3.561, -3.561, 9.978, 9.978, -4.315, -4.315
20120919, -1.201, -1.201, 2.355, 2.355, -0.464, -4.396
20120920, 2.168, 3.258, 4.177, 1.721, 1.908, -4.957
20120921, -2.012, -2.262, 0.369, -0.852, -0.088, 2.673
20120924, -1.028, -2.166, -1.828, -1.940, 0.718, -6.106
20120925, 7.081, 6.173, 5.916, 3.872, 1.377, 1.462
20120926, 3.378, 3.749, 5.171, 3.430, 2.805, 0.575
20120927, -8.431, -7.193, -12.298, -5.107, -3.725, -1.375
20120928, 1.810, 2.066, 3.989, 1.329, 0.546, 0.577
20121001, 2.694, 2.721, 1.011, -1.259, -0.565, 3.494
20121002, -2.001, -2.624, -2.285, -0.812, 0.000, -2.473
20121003, -0.956, -1.661, -1.382, -0.616, -0.549, -4.477
20121004, -3.033, -1.369, -0.967, -2.268, -3.786, -2.935
20121005, -0.595, -0.895, -1.048, -1.309, -1.384, 1.174
20121008, 0.908, 1.084, 2.456, 0.000, 1.645, -3.483
20121009, 4.226, 4.579, 4.265, 2.129, 1.394, 4.431
20121010, 0.464, 0.171, 1.607, 2.226, 3.106, -2.752
20121011, -3.299, -3.614, -3.846, -2.823, -2.856, 2.106
20121012, 3.306, 3.306, 1.682, 2.617, -0.078, 4.262
20121015, -5.286, -5.286, -7.186, -2.667, -1.365, -6.561
20121016, -2.363, -2.363, -1.385, -2.920, -2.920, -3.423
20121017, -2.006, -0.377, -0.377, -3.885, -3.885, 3.195
20121018, 1.702, -0.565, -0.565, 2.378, 2.378, -2.335
20121019, 5.474, 6.363, 6.363, 5.892, 4.370, 4.370
20121022, -1.336, -2.535, -2.798, -2.967, 0.104, 0.104
