This file contains the principal components of the VIX term structure from 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The principal components are standardized to have mean zero and standard deviation one,,,,,,
The dates are in YYYYMMDD format,,,,,,
,,,,,,
,PC1,PC2,PC3,PC4,PC5,PC6
20090916, 0.49973, 1.44489, -0.39494, 0.15600, 0.65077, 0.04945
20090917, 0.51957, 1.50933, -0.30505, 0.28113, 0.84709, -0.70795
20090918, 0.53019, 1.55247, 0.02232, 0.07499, 0.61083, -0.09155
20090921, 0.51850, 1.58063, 0.10032, 0.12104, 0.77216, -0.05184
20090922, 0.46360, 1.73651, -0.04508, 0.01944, 0.68487, 0.13726
20090923, 0.53377, 1.62005, -0.36065, 0.23372, 0.55925, -0.20929
20090924, 0.64508, 1.58714, -0.42139, -0.12314, 0.03531, -0.21905
20090925, 0.67569, 1.44266, -0.39590, -0.26478, -0.01341, -0.50751
20090928, 0.58542, 1.37584, -0.75528, -0.07513, 0.21085, -0.31495
20090929, 0.59619, 1.39068, -0.82268, -0.08745, 0.19179, -0.32218
20090930, 0.64798, 1.27331, -0.91245, -0.15761, 0.20030, -0.24481
20091001, 0.88883, 0.97747, -0.53766, 0.92318, 0.78062, -0.03949
20091002, 0.92361, 0.95801, -0.33202, 0.92119, 0.60779, -0.10131
20091005, 0.74979, 1.05512, -0.22055, 0.80167, 0.56488, 0.06012
20091006, 0.61368, 1.10351, -0.19539, 0.72160, 0.50999, 0.02650
20091007, 0.54383, 1.19151, -0.19728, 0.70905, 0.49655, 0.11870
20091008, 0.52140, 1.19087, -0.18332, 0.73822, 0.49498, 0.11785
20091009, 0.39788, 1.22194, -0.18994, 0.60170, 0.51779, 0.13156
20091012, 0.41388, 1.22147, -0.11979, 0.64874, 0.55067, 0.01847
20091013, 0.39605, 1.22734, -0.11405, 0.47361, 0.64112, 0.44765
20091014, 0.37030, 1.17764, -0.20027, 0.64550, 0.54058, 0.66041
20091015, 0.27272, 1.25144, -0.12563, 0.56041, 0.48163, 0.70602
20091016, 0.28966, 1.33618, 0.15105, 0.47586, 0.48333, 0.89809
20091019, 0.24505, 1.25025, -0.03385, 0.42450, 0.49479, 0.81524
20091020, 0.25255, 1.33127, -0.07800, 0.58109, 0.51655, 0.91393
20091021, 0.31097, 1.27010, -0.23187, 0.57433, 0.60934, 0.86044
20091022, 0.20975, 1.31958, -0.20899, 0.88447, 0.52919, 0.82886
20091023, 0.33126, 1.28932, -0.37285, 0.99454, 0.58270, 0.53145
20091026, 0.51438, 1.11496, -0.45432, 0.98437, 0.60463, 0.88414
20091027, 0.51803, 1.01022, -0.61011, 0.80463, 0.52698, 0.85325
20091028, 0.77668, 0.78794, -0.67610, 0.76257, 0.52900, 1.27781
20091029, 0.51598, 1.01442, -0.40910, 0.61557, 0.55375, 0.97875
20091030, 1.03093, 0.48305, -1.16838, 0.87623, 0.74510, 0.54590
20091102, 1.00382, 0.64430, -0.74654, 0.62050, 0.52620, 1.19205
20091103, 0.97647, 0.95017, -0.40921, 0.80674, 0.42093, 0.99990
20091104, 0.89609, 1.02986, -0.40150, 0.48074, 0.47630, 0.89388
20091105, 0.63126, 1.22063, -0.40611, 0.64248, 0.47431, 0.53380
20091106, 0.53055, 1.33985, -0.36558, 0.62500, 0.46353, 0.53431
20091109, 0.39471, 1.25475, -0.73982, 0.69467, 0.45485, 0.74460
20091110, 0.40838, 1.35909, -0.47476, 0.71315, 0.38755, 0.69210
20091111, 0.43037, 1.41376, -0.45331, 0.63871, 0.38988, 0.73182
20091112, 0.57577, 1.46527, -0.44357, 0.74867, 0.36966, 0.49426
20091113, 0.49306, 1.55402, -0.37565, 0.79079, 0.26240, 0.36294
20091116, 0.42274, 1.50200, -0.42961, 0.65404, 0.21927, 0.21910
20091117, 0.40501, 1.60485, -0.34612, 0.69543, 0.09759, 0.41919
20091118, 0.37980, 1.72538, -0.47754, 0.67305, 0.04537, 0.21497
20091119, 0.44496, 1.79424, -0.85631, 1.04431, 0.05809, -0.17877
20091120, 0.38777, 1.77631, -1.02236, 0.94553, 0.11891, -0.46749
20091123, 0.28318, 1.79404, -0.89221, 0.88645, 0.19719, -1.35246
20091124, 0.22758, 1.77243, -0.66442, 1.30193, -0.04868, -1.44281
20091125, 0.23194, 1.64113, -1.01739, 1.21108, 0.27368, -1.57807
20091127, 0.57515, 1.43563, -1.26939, 1.21396, 0.31272, -1.01115
20091130, 0.55292, 1.44005, -1.12791, 0.88514, 0.32277, -0.60593
20091201, 0.39160, 1.57900, -0.90449, 0.87855, 0.35793, -0.50697
20091202, 0.34375, 1.81285, -0.46362, 0.73999, 0.30649, -0.37412
20091203, 0.43158, 1.80288, -0.27821, 0.72943, 0.39616, -0.11905
20091204, 0.37980, 1.72541, -0.55856, 0.70552, 0.36932, -0.36030
20091207, 0.40662, 1.66330, -0.39291, 0.51148, 0.28743, -0.26343
20091208, 0.51754, 1.59478, -0.56542, 0.64444, 0.23815, -0.50709
20091209, 0.46449, 1.65418, -0.22111, 0.60246, 0.14927, -0.37472
20091210, 0.41578, 1.70163, -0.26419, 0.48418, 0.19683, -0.19012
20091211, 0.36961, 1.71185, -0.02468, 0.48785, 0.21562, -0.27043
20091214, 0.32010, 1.71920, 0.00822, 0.50749, 0.20490, -0.29647
20091215, 0.35227, 1.60754, -0.30797, 0.38322, 0.11481, -0.48868
20091216, 0.26055, 1.55071, -0.31550, 0.40628, 0.25059, -0.31147
20091217, 0.35115, 1.44314, -0.64350, 0.35929, 0.22866, -0.44469
20091218, 0.29484, 1.45928, -0.32159, 0.46254, 0.25322, -0.69157
20091221, 0.17092, 1.49768, -0.13201, 0.39807, 0.22278, -0.36998
20091222, 0.08815, 1.40915, -0.10443, 0.48643, 0.33923, -0.56634
20091223, 0.08683, 1.46481, -0.31812, 0.15555, 0.10992, -0.31970
20091224, 0.09492, 1.31880, -0.04492, 0.23697, 0.14578, -1.31368
20091228, 0.10418, 1.22746, -0.18018, 0.25552, 0.07331, -1.05662
20091229, 0.11015, 1.22269, -0.16859, 0.31082, 0.07697, -0.91151
20091230, 0.10659, 1.19651, -0.01949, 0.53070, 0.06718, -0.99068
20091231, 0.23966, 1.14145, 0.01208, 0.46561, -0.00074, -0.93655
20100104, 0.11098, 1.12165, 0.08020, 0.44447, 0.00381, -0.63687
20100105, 0.06511, 1.11090, 0.14727, 0.61554, 0.06695, -0.48584
20100106, 0.00584, 0.99361, 0.04304, 0.63360, 0.07446, -0.27189
20100107, -0.02891, 0.90769, -0.04095, 0.48315, 0.16862, -0.27579
20100108, -0.08713, 0.88044, 0.10449, 0.52194, 0.13481, -0.08830
20100111, -0.10148, 0.87570, 0.55794, 0.27931, 0.09591, 0.43672
20100112, -0.02050, 0.84962, 0.70104, 0.31669, 0.08587, 0.31567
20100113, -0.10846, 0.78354, 0.49617, 0.27221, 0.05191, 0.49675
20100114, -0.13875, 0.71790, 0.36485, 0.45326, -0.05434, 0.43329
20100115, -0.07090, 0.84679, 0.47579, 0.37837, 0.10352, 0.40288
20100119, -0.14692, 0.75080, 0.39260, 0.34516, 0.10569, 0.38865
20100120, -0.08753, 0.66557, 0.26123, 0.42427, 0.22281, 0.28860
20100121, 0.13112, 0.45838, -0.11654, 0.63568, 0.22761, 0.39922
20100122, 0.58814, 0.01335, -0.68870, 0.57298, 0.17781, 0.45667
20100125, 0.40004, 0.23379, -0.18004, 0.27720, 0.37710, 0.55140
20100126, 0.35452, 0.40012, 0.21840, 0.24060, 0.22346, 0.85929
20100127, 0.28440, 0.49592, 0.18780, 0.20340, 0.25137, 1.35955
20100128, 0.31607, 0.50160, 0.20838, 0.31764, 0.39666, 1.10088
20100129, 0.39563, 0.52791, 0.12382, 0.28217, 0.37853, 0.70805
20100201, 0.22378, 0.54926, -0.02563, 0.40525, 0.12378, 0.72138
20100202, 0.11286, 0.59126, 0.04569, 0.37695, 0.07372, 0.49904
20100203, 0.13972, 0.61008, 0.00059, 0.37414, 0.29619, 0.54969
20100204, 0.51277, 0.43229, -0.24599, 0.51493, 0.40269, 0.42164
20100205, 0.53102, 0.50917, -0.37226, 0.61379, 0.41416, 0.59250
20100208, 0.58140, 0.54634, -0.42017, 0.41961, 0.46291, 0.12572
20100209, 0.51900, 0.64707, -0.50659, 0.27609, 0.38877, 0.07113
20100210, 0.49120, 0.67303, -0.38023, 0.27795, 0.45270, 0.19171
20100211, 0.35205, 0.70914, -0.42876, 0.47852, 0.52895, -0.26590
20100212, 0.35038, 0.79829, -0.01362, 0.40899, 0.49523, 0.30470
20100216, 0.20052, 0.75316, -0.31225, 0.60896, 0.31746, -0.15346
20100217, 0.16271, 0.72894, -0.14886, 0.48635, 0.19050, -0.27171
20100218, 0.07029, 0.77271, -0.01455, 0.41357, 0.09425, -0.72417
20100219, 0.00870, 0.71565, 0.03342, 0.32139, 0.10199, -0.68615
20100222, -0.02302, 0.67104, -0.32437, 0.55705, 0.22009, -1.15096
20100223, 0.12169, 0.44706, -0.88058, 0.75793, 0.38116, -1.50159
20100224, 0.01578, 0.59210, -0.67139, 0.78749, 0.23665, -1.58405
20100225, 0.03622, 0.58395, -0.45587, 0.65309, 0.31918, -0.65294
20100226, -0.01877, 0.61438, -0.24724, 0.41470, 0.27663, -0.48859
20100301, -0.05094, 0.59372, -0.26010, 0.30449, 0.27401, -0.38529
20100302, -0.07496, 0.58748, -0.24168, 0.28944, 0.35712, -0.25248
20100303, -0.09632, 0.55742, -0.23720, 0.21183, 0.31072, -0.23607
20100304, -0.09733, 0.63464, -0.15789, 0.21842, 0.29297, -0.15098
20100305, -0.19297, 0.69948, -0.08106, 0.23735, 0.18264, -0.14986
20100308, -0.18301, 0.62123, -0.20028, 0.22307, 0.15684, -0.23119
20100309, -0.18310, 0.57076, -0.17917, 0.19908, 0.08658, -0.12532
20100310, -0.14270, 0.59953, -0.20415, 0.30150, 0.10637, -0.09873
20100311, -0.13678, 0.72057, -0.03292, 0.30465, 0.01868, -0.13272
20100312, -0.15671, 0.73876, 0.03778, 0.18025, 0.21571, -0.11973
20100315, -0.14031, 0.68634, 0.01401, 0.30037, 0.20194, -0.07470
20100316, -0.18952, 0.65971, -0.07663, 0.22616, 0.05187, 0.12367
20100317, -0.23811, 0.71367, 0.01211, 0.14716, 0.03411, -0.21184
20100318, -0.25947, 0.70887, 0.01716, 0.14961, 0.15540, -0.10236
20100319, -0.21419, 0.78657, -0.10964, 0.08636, 0.08839, -0.30232
20100322, -0.23902, 0.76563, 0.25865, -0.03193, 0.22263, 0.05601
20100323, -0.28740, 0.75713, 0.30060, -0.02477, 0.12327, 0.25616
20100324, -0.20107, 0.64238, -0.10532, -0.00833, 0.32189, -0.12498
20100325, -0.13075, 0.63421, -0.10106, 0.01485, 0.20388, -0.42103
20100326, -0.16993, 0.62553, 0.00819, 0.11859, 0.01721, -0.29955
20100329, -0.20147, 0.63073, -0.14283, 0.14837, 0.02961, -0.34362
20100330, -0.22422, 0.65462, -0.16724, 0.16011, 0.08706, -0.36972
20100331, -0.19729, 0.63004, -0.18272, 0.09955, 0.17594, -0.47240
20100401, -0.19139, 0.68750, -0.10562, 0.28578, 0.17301, -0.33177
20100405, -0.24191, 0.63670, -0.23867, 0.15509, 0.26691, -0.33585
20100406, -0.28064, 0.69251, -0.32962, 0.08161, 0.13442, -0.30600
20100407, -0.25584, 0.68312, -0.26841, 0.28419, 0.15740, -0.27902
20100408, -0.27824, 0.72069, -0.34068, 0.22758, 0.29514, -0.27075
20100409, -0.30487, 0.70934, -0.43498, 0.29565, 0.25369, -0.25789
20100412, -0.29774, 0.76782, -0.03235, -0.01491, 0.23822, 0.36448
20100413, -0.28327, 0.75131, -0.27170, 0.17494, 0.25094, 0.18029
20100414, -0.30712, 0.76659, -0.28850, 0.13944, 0.17000, 0.11676
20100415, -0.28104, 0.86987, -0.48647, -0.07261, 0.09173, 0.01737
20100416, -0.13765, 0.82080, -0.80984, 0.15284, 0.08752, -0.33773
20100419, -0.17257, 1.00071, -0.90876, 0.25238, 0.02153, -0.19009
20100420, -0.25676, 0.99947, -0.70640, 0.24993, 0.06595, 0.02412
20100421, -0.23641, 1.04255, -0.84392, 0.07007, 0.13165, 0.26034
20100422, -0.22292, 1.05634, -0.70946, 0.02038, 0.05805, 0.53204
20100423, -0.23060, 0.95906, -0.66295, 0.52936, 0.16326, 0.33020
20100426, -0.16312, 0.94436, -0.72101, 0.19744, 0.19218, 0.29947
20100427, 0.18342, 0.69495, -1.40826, 0.38569, 0.21914, -0.43392
20100428, 0.12604, 0.84253, -0.87443, 0.08684, 0.20154, 0.49157
20100429, -0.04074, 1.06004, -0.57193, 0.28618, 0.04358, 0.17647
20100430, 0.26122, 1.05516, -0.68727, 0.25725, 0.05899, 0.18440
20100503, 0.10763, 1.14924, -0.58085, 0.14713, -0.00384, 0.22944
20100504, 0.46787, 1.13150, -0.90902, 0.30790, 0.13554, -0.08575
20100505, 0.60566, 1.30809, -0.85416, 0.26636, 0.01431, -0.25993
20100506, 1.47102, 1.63846, -6.53007, -4.30839, -2.08513, -3.21928
20100507, 2.32281, -0.12989, -2.93742, 0.06009, -0.65509, -0.70677
20100510, 0.96484, 1.06434, -0.65120, 0.88703, 0.10968, -0.29758
20100511, 0.96252, 1.52045, -1.26676, -0.39768, -1.13340, 0.10313
20100512, 0.61955, 0.98695, -0.02872, 0.66419, 0.07188, 0.52677
20100513, 0.73365, 1.21296, -0.73675, -0.81999, -0.52197, 0.14589
20100514, 1.25374, 0.73153, -0.43379, 0.08844, -0.33474, 0.11840
20100517, 1.17263, 0.88155, -0.80304, -0.18788, -0.29684, -0.13451
20100518, 1.51864, 0.82920, -0.49791, 0.00444, -0.66839, 0.46275
20100519, 1.76272, 0.97896, -1.48005, -0.75483, -0.89802, -0.00179
20100520, 3.10696, 0.00083, -3.64941, -0.33967, -0.85784, -2.28439
20100521, 2.49564, 1.10191, -2.55093, -1.12440, -1.46295, -1.02985
20100524, 2.29277, 1.35742, -2.06268, -1.27192, -1.23215, -0.20929
20100525, 2.02846, 1.53473, -2.68840, 0.25877, -2.13401, -2.05682
20100526, 1.82313, 1.41373, -3.90017, 0.64325, -1.55959, -2.65161
20100527, 1.26151, 1.71161, -1.77831, -0.11505, -1.64370, -0.53576
20100528, 1.47435, 1.44736, -2.18951, 0.03826, -1.60366, -0.65608
20100601, 1.83684, 0.97957, -2.71342, -0.36571, -1.84574, -0.91282
20100602, 1.27061, 1.50336, -1.90973, -0.07965, -1.91392, -0.71968
20100603, 1.19030, 1.46108, -1.67316, -0.48447, -1.79340, -0.61684
20100604, 1.94914, 0.81402, -2.58222, -0.44668, -1.97595, -1.11335
20100607, 2.02081, 0.92332, -2.20688, -0.89592, -1.98667, -0.78710
20100608, 1.73910, 1.86658, -1.69788, 0.43558, 1.75055, -0.11592
20100609, 1.75557, 1.74019, -1.64473, -0.68195, -1.19262, -0.16951
20100610, 1.37667, 2.19805, -1.63759, -0.06816, 1.12303, -0.08024
20100611, 1.23502, 2.33949, -0.97444, -0.42100, 0.24250, -0.45452
20100614, 1.22415, 2.22940, -1.04903, -0.56702, -0.43771, 0.03083
20100615, 0.87016, 2.15398, -0.94880, -0.57302, -0.48114, 0.06306
20100616, 0.92770, 2.28206, -0.79194, -0.46474, 0.11146, 0.34323
20100617, 0.82614, 2.34096, -0.69830, -0.61312, -0.12627, -0.08066
20100618, 0.68350, 2.39215, -0.61599, -1.29319, -0.19800, -1.63613
20100621, 0.74069, 2.08929, -0.46678, -0.69358, -0.22894, 0.13189
20100622, 0.94380, 2.22708, -0.81148, -0.79661, 0.08772, -0.54206
20100623, 0.99362, 2.23504, -1.04208, -0.37297, -0.15994, -0.27931
20100624, 1.39008, 2.34302, -1.22612, 0.16433, 0.08279, -0.17864
20100625, 1.17629, 2.24394, -1.44694, -2.46546, -1.95140, -0.85781
20100628, 1.21565, 2.17466, -1.06075, -1.51320, -1.33165, -0.82157
20100629, 1.85960, 1.97216, -2.14398, -2.34752, -1.28764, -0.98340
20100630, 1.92303, 2.29193, -2.14074, -3.07722, -1.68086, -0.56899
20100701, 1.72870, 1.89191, 0.61148, 0.96824, 0.35890, -0.53939
20100702, 1.43152, 2.37458, 0.82412, 0.95669, 0.29907, -0.73549
20100706, 1.41488, 2.25534, 0.26532, 1.56606, 0.34794, -0.92563
20100707, 1.04751, 2.20220, 0.18006, 1.28056, 0.39125, -0.68716
20100708, 0.91924, 2.20586, 0.15528, 1.35317, 0.48169, -0.63042
20100709, 0.80049, 2.22285, 0.07409, 1.42174, 0.48460, -0.47505
20100712, 0.83204, 2.33418, 0.59015, 1.49899, 0.49657, 0.11192
20100713, 0.76856, 2.13488, 0.49267, 1.18537, 0.51332, 0.02386
20100714, 0.86965, 2.30873, 0.57883, 1.42231, 0.54777, -0.25043
20100715, 0.90904, 2.32073, 0.13684, 1.69116, 0.65633, -0.70101
20100716, 1.13334, 2.63791, 0.88596, 1.80361, 0.70398, -0.41565
20100719, 1.01101, 2.62299, 0.53517, 1.32055, 1.75680, -0.31087
20100720, 0.78757, 2.43666, 0.44413, 1.33824, 1.05010, -0.05185
20100721, 0.94668, 2.34319, 0.19278, 1.42842, 1.14982, -0.07587
20100722, 0.75526, 2.21607, 0.09872, 1.36631, 0.71579, -0.01577
20100723, 0.67686, 2.25214, -0.08542, 1.53392, 0.73953, -0.63933
20100726, 0.58438, 2.14133, 0.08275, 1.40700, 0.56427, 0.05378
20100727, 0.57762, 1.98046, 0.03177, 1.49330, 0.52235, 0.23737
20100728, 0.63984, 1.78714, -0.16599, 0.96204, 0.87313, 0.96774
20100729, 0.64197, 1.79009, 0.30674, 0.82221, 0.78806, 1.05057
20100730, 0.62106, 1.84263, 0.48511, 1.17180, 0.57914, 0.30971
20100802, 0.41707, 1.70375, 0.18088, 1.05734, 0.69577, -0.09363
20100803, 0.50890, 1.73226, 0.36662, 1.15074, 0.70289, 0.04381
20100804, 0.46811, 1.77997, 0.40532, 1.05055, 0.75051, 0.03438
20100805, 0.50062, 1.89178, 0.53800, 1.08151, 0.72388, 0.09005
20100806, 0.48756, 1.96812, 0.66223, 1.08605, 0.75398, 0.14253
20100809, 0.50288, 2.01697, -0.02183, 0.47101, 0.25830, 0.05149
20100810, 0.55439, 2.11917, -0.06740, 0.41926, 0.33213, 0.20773
20100811, 0.86611, 2.25528, -0.04120, 0.37416, 0.46808, 0.20737
20100812, 0.92099, 2.40609, 0.01280, 0.46387, 0.23652, -0.16878
20100813, 1.02168, 2.51305, 0.14290, 0.49966, 0.46020, 0.05817
20100816, 1.00997, 2.59498, 0.28504, 0.28969, 0.47907, 0.20518
20100817, 0.85790, 2.62870, 0.12479, 0.18843, 0.54512, 0.50548
20100818, 0.79042, 2.58928, -0.24664, 0.33505, 0.45197, -0.11689
20100819, 1.00909, 2.60015, -0.32142, 0.26456, 0.61820, -0.17646
20100820, 0.98575, 2.76062, -0.27076, 0.48079, 0.47635, -0.50507
20100823, 0.98039, 2.80808, -0.49973, 0.85608, 1.57109, -0.48060
20100824, 1.15473, 2.75701, -0.77844, 0.93714, 1.69266, -0.71003
20100825, 1.07149, 2.68806, -1.00442, 0.70727, 1.47963, -1.16064
20100826, 1.15362, 2.79041, -0.79537, 0.69554, 1.68203, -0.12437
20100827, 0.91061, 2.80822, -1.03386, 0.63603, 1.74609, -0.32848
20100830, 1.12388, 2.69812, -1.35832, 0.82583, 1.56334, -0.21883
20100831, 1.09866, 2.75574, -1.71534, 0.55740, 1.54571, -0.38722
20100901, 0.81521, 2.77848, -1.41091, 0.45968, 1.41384, 0.01125
20100902, 0.70021, 2.71311, -1.43128, 0.38649, 1.11304, 0.01046
20100903, 0.50310, 2.64711, -1.09448, 0.08058, 0.69448, 0.29470
20100907, 0.70526, 2.52496, -1.23438, 0.10107, 0.81004, 0.44727
20100908, 0.65938, 2.56384, -1.37126, 0.19256, 1.51971, 0.27522
20100909, 0.58769, 2.42663, -1.23585, -0.37227, 0.64484, 0.36789
20100910, 0.52206, 2.45006, -1.04641, -0.24268, 0.98930, 0.23085
20100913, 0.42617, 2.27316, -1.25260, -0.12119, 1.21166, 0.30269
20100914, 0.41670, 2.16887, -1.25491, -0.41751, 0.76784, 0.32786
20100915, 0.46795, 2.17660, -1.44400, 0.01642, 1.44748, 0.18852
20100916, 0.46945, 2.28450, -1.30384, -0.12731, 1.18337, -0.13667
20100917, 0.45905, 2.37352, -1.27306, -0.03811, 1.17984, -0.32336
20100920, 0.36201, 2.16052, -0.56299, 0.36401, 0.82496, 0.44292
20100921, 0.43717, 2.18964, -0.68925, 0.79652, 0.97039, 0.46073
20100922, 0.47634, 2.34339, -0.68526, 0.94442, 0.71355, 0.50114
20100923, 0.62892, 2.46423, -1.04535, 0.54433, 0.65040, 0.53698
20100924, 0.43087, 2.11337, -0.99355, -0.10795, -0.35692, -0.71712
20100927, 0.48783, 2.11358, -1.48182, -0.30326, -0.47301, -0.36886
20100928, 0.49863, 2.21838, -1.32267, -0.34032, -0.46189, -0.61587
20100929, 0.58986, 2.21800, -1.39361, -0.63049, -0.66431, -0.48175
20100930, 0.63100, 2.26898, -1.31055, -0.62577, -0.64121, -0.56463
20101001, 0.52619, 2.12188, -0.44209, 0.84344, 0.12142, -0.33805
20101004, 0.64729, 2.12428, -0.57145, 0.78565, 0.22189, -0.37696
20101005, 0.45603, 2.14636, -0.64703, 0.87222, 0.13553, -0.25286
20101006, 0.44327, 2.21596, -0.66870, 0.79448, 0.23754, -0.03121
20101007, 0.45737, 2.23309, -0.81645, 0.85780, 0.15560, -0.09442
20101008, 0.35160, 2.18777, -0.93696, 0.92732, 0.14953, -0.12816
20101011, 0.30693, 2.33820, -0.14720, 0.49190, 0.09048, 0.84524
20101012, 0.24911, 2.21005, -0.50392, 0.42425, 0.14228, 0.63914
20101013, 0.21233, 2.01134, -0.66961, 0.40883, 0.18651, 0.69073
20101014, 0.33393, 1.95554, -1.13925, 0.79448, 0.09769, 0.12771
20101015, 0.26596, 2.14911, -0.63347, 0.56878, 0.18233, 0.69689
20101018, 0.19551, 2.06038, -0.83344, 0.39513, 0.36594, 0.60993
20101019, 0.34353, 2.08270, -1.23563, 0.70284, 0.11169, 0.48422
20101020, 0.21462, 1.95038, -1.31093, 0.59695, 0.02140, 0.51744
20101021, 0.15713, 1.91845, -1.35584, 0.57477, -0.09361, 0.35224
20101022, 0.10341, 1.84803, -1.43594, 0.64101, -0.18237, 0.45165
20101025, 0.13309, 1.55499, -1.34765, 0.82375, -0.19854, 1.34815
20101026, 0.15981, 1.47432, -1.15496, 0.72362, -0.22425, 0.77293
20101027, 0.20288, 1.53175, -1.22038, 0.61881, -0.46057, 0.88874
20101028, 0.19998, 1.45015, -0.96680, 0.87083, -0.23338, 0.59922
20101029, 0.20505, 1.38172, -1.00674, 0.99887, -0.28510, 0.09014
20101101, 0.27017, 1.32517, -1.07076, 0.85704, -0.12874, 0.23569
20101102, 0.23515, 1.26749, -1.03134, 0.80727, -0.20970, 0.43098
20101103, 0.08278, 1.31320, -1.04636, 0.67191, -0.33214, 0.37724
20101104, -0.04464, 1.20677, -1.02021, 0.50476, 0.04191, 0.49526
20101105, -0.04608, 1.30297, -0.96709, 0.58041, -0.11906, 0.44909
20101108, -0.03867, 1.32311, -0.88569, 0.76908, -0.31475, 0.28589
20101109, 0.03738, 1.32476, -0.91238, 0.63530, -0.29338, 0.06995
20101110, 0.01189, 1.47428, -0.88469, 0.74963, -0.35786, 0.20811
20101111, 0.04711, 1.64866, -1.31375, 0.09590, -0.57683, 0.15003
20101112, 0.19173, 1.59375, -1.10747, 0.79428, 0.00857, -0.11033
20101115, 0.16109, 1.53897, -0.86032, 0.83463, -0.23598, -0.28435
20101116, 0.35031, 1.55416, -1.23069, 0.82524, -0.08479, -0.43231
20101117, 0.29224, 1.58048, -1.02674, 0.73185, -0.17785, -0.40560
20101118, 0.10022, 1.73662, -0.75394, 0.79200, -0.22122, -0.52009
20101119, 0.02929, 1.78161, -1.04116, 1.02021, -0.08866, -0.43572
20101122, -0.00465, 1.56167, -1.15998, 0.55921, -0.01326, -0.76421
20101123, 0.15204, 1.52157, -1.40063, 0.76223, -0.10686, -0.91436
20101124, 0.05713, 1.54048, -1.43503, 0.73174, -0.11118, -0.81267
20101126, 0.23325, 1.50845, -1.40968, 0.55997, 0.00854, -0.72340
20101129, 0.25322, 1.59355, -1.39720, 0.84363, -0.01180, -0.61320
20101130, 0.43279, 1.59844, -1.14380, 0.87211, 0.20358, -0.62516
20101201, 0.27733, 1.70838, -0.75041, 0.60729, 0.16689, -0.27775
20101202, 0.09367, 1.59421, -0.94495, 0.54646, 0.11237, -0.21611
20101203, -0.03234, 1.61474, -1.04476, 0.61661, 0.41355, -0.35724
20101206, -0.03242, 1.53636, -1.10866, 0.45006, 0.18154, -0.49037
20101207, -0.03454, 1.46932, -1.11160, 0.28675, 0.15166, -0.51653
20101208, -0.08445, 1.40056, -1.24751, 0.19883, 0.19886, -0.32373
20101209, -0.12826, 1.32526, -1.12876, 0.10006, 0.06586, -0.31809
20101210, -0.13854, 1.26623, -1.17416, 0.10348, 0.33310, -0.18184
20101213, -0.08194, 1.23487, -1.16701, 0.06497, 0.28451, -0.25029
20101214, -0.07965, 1.24404, -1.17824, 0.06795, 0.35307, -0.22292
20101215, -0.04427, 1.26867, -1.14337, 0.01905, 0.08606, -0.06160
20101216, -0.07067, 1.29131, -0.98030, -0.09204, 0.15583, 0.03889
20101217, -0.12377, 1.49679, -0.97616, -0.11214, 0.23631, -0.14066
20101220, -0.14072, 1.47639, -0.98335, -0.02949, 0.23312, -0.09258
20101221, -0.13756, 1.46145, -1.07717, -0.05621, 0.41991, -0.05594
20101222, -0.18341, 1.54148, -0.99641, -0.12303, 0.27360, 0.07725
20101223, -0.09953, 1.61263, -0.94905, -0.15574, 0.13531, 0.23434
20101227, -0.04193, 1.43910, -0.95892, -0.77997, -0.23060, -0.13933
20101228, -0.03592, 1.50257, -0.92042, -0.71928, -0.15190, -0.09147
20101229, -0.06112, 1.52096, -0.91644, -0.76419, -0.03920, -0.24160
20101230, -0.04116, 1.51859, -0.99451, -0.66022, 0.02984, -0.13964
20101231, -0.02965, 1.46104, -1.09867, -0.65111, 0.16751, -0.20521
20110103, -0.10567, 1.18845, -0.38102, 0.79486, 0.54604, -0.26513
20110104, -0.09955, 1.20941, -0.31483, 0.70407, 0.51952, -0.36035
20110105, -0.15163, 1.14433, -0.38679, 0.68534, 0.48994, -0.24648
20110106, -0.12936, 1.07561, -0.27407, 0.67552, 0.57932, -0.26725
20110107, -0.13762, 1.11504, -0.25630, 0.78441, 0.40814, -0.26262
20110110, -0.11969, 1.07947, -0.29811, 0.66668, 0.54324, -0.34350
20110111, -0.15961, 1.11924, -0.31873, 0.81808, 0.65167, -0.27950
20110112, -0.22951, 0.99219, -0.41487, 0.75462, 0.62083, -0.08235
20110113, -0.22640, 0.95601, -0.45849, 0.75011, 0.68235, -0.07995
20110114, -0.30833, 0.96408, -0.53097, 0.75912, 0.68609, 0.00818
20110118, -0.30639, 0.86621, -0.75209, 0.95389, 0.63805, 0.34709
20110119, -0.19254, 0.81953, -0.61612, 0.80888, 0.65583, 0.22442
20110120, -0.17098, 0.76100, -0.71515, 0.80881, 0.64139, 0.24400
20110121, -0.15434, 0.75899, -0.92089, 1.01955, 0.86833, 0.01566
20110124, -0.18374, 0.75460, -0.50252, 0.77233, 0.79528, 0.33976
20110125, -0.19484, 0.67440, -0.37463, 0.87870, 0.74277, 0.52323
20110126, -0.27417, 0.65556, -0.28282, 0.69063, 0.58954, 0.46024
20110127, -0.30553, 0.63339, -0.27738, 0.58437, 0.56223, 0.63081
